id,company_name,promoter_name,gstin,pan,state,sector,annual_turnover_inr,annual_turnover_lakhs,net_profit_inr,profit_margin_pct,total_assets_inr,total_liabilities_inr,net_worth_inr,existing_loans_inr,collateral_value_inr,loan_requested_inr,loan_requested_lakhs,debt_equity_ratio,dscr,collateral_coverage,existing_loan_burden,business_vintage_years,employee_count,gst_filing_months,nil_filing_months,bank_gst_mismatch_pct,itc_ratio_pct,cibil_score,litigation_flag,promoter_risk_flag,ai_credit_score,risk_category,recommendation,default_flag
327,Paresh Kulkarni International Pvt Ltd,Neha Khanna,03PPPJY6521T2ZL,PPPJY6521T,Punjab,Food Processing,28936531,289.4,1545861,5.34,13843562,11849507,1994055,6731963,6296484,14585910,145.9,5.94,1.15,0.43,0.23,7,11,5,7,21.53,8.39,697,0,0,39.9,HIGH,HIGH RISK — COLLATERAL REQUIRED,1
328,Rajesh Joshi Industries,Ashish Chopra,24HHHHO8785Q2ZC,HHHHO8785Q,Gujarat,Pharmaceuticals,26063999,260.6,4964762,19.05,16505016,9871409,6633607,6096781,13037035,15065222,150.7,1.49,3.57,0.87,0.23,10,168,10,2,19.51,17.25,604,0,0,91.4,LOW,APPROVE,0
329,Ganesh Bhatt Solutions,Naresh Chopra,27QQQTZ9267B1ZV,QQQTZ9267B,Maharashtra,Retail,17300328,173.0,1173460,6.78,8540794,6633758,1907036,5311173,10040693,5726079,57.3,3.48,1.91,1.75,0.31,6,5,11,1,13.51,51.99,529,0,0,61.8,MEDIUM,CONDITIONAL APPROVAL,0
330,Malhotra & Malhotra Products,Arjun Reddy,27XXXGV8803V1Z8,XXXGV8803V,Maharashtra,Textile,8298353,83.0,961257,11.58,6996111,5655624,1340488,2939281,2307629,4507073,45.1,4.22,2.31,0.51,0.35,7,16,6,6,1.43,33.35,700,0,0,70.1,MEDIUM,APPROVE WITH CONDITIONS,0
331,Rajesh Bhatt Industries & Co,Neha Joshi,27GGGBS7025E2ZO,GGGBS7025E,Maharashtra,Auto Components,30751152,307.5,1814554,5.9,15611485,13417206,2194278,5318614,6400637,7673226,76.7,6.11,2.56,0.83,0.17,19,23,10,2,51.16,28.32,512,0,0,62.7,MEDIUM,CONDITIONAL APPROVAL,0
332,Tandon Products Pvt Ltd,Mukesh Reddy,36EEEEZ1562T2ZJ,EEEEZ1562T,Telangana,Pharmaceuticals,41763184,417.6,8554817,20.48,18224022,14123447,4100575,7470358,10475423,17612488,176.1,3.44,5.26,0.59,0.18,18,88,10,2,15.15,72.06,633,0,0,96.9,LOW,APPROVE,0
333,Ashish Khanna Brothers Pvt Ltd,Harish Kapoor,27FFFAR7427K2ZU,FFFAR7427K,Maharashtra,Textile,26355585,263.6,2593874,9.84,10482305,7848137,2634167,5603073,13336740,8008740,80.1,2.98,3.51,1.67,0.21,9,89,12,0,55.04,25.09,725,0,0,89.4,LOW,APPROVE,0
334,Naresh International LLP,Kavita Singh,27ZZZFX1149L3Z6,ZZZFX1149L,Maharashtra,Pharmaceuticals,28844828,288.4,5933264,20.57,15727981,8314974,7413007,6589335,7910494,11167349,111.7,1.12,5.76,0.71,0.23,27,40,10,2,15.25,37.26,760,0,0,100.0,LOW,APPROVE,0
335,Sethi International Pvt Ltd,Suresh Tandon,27FFFEX7150Y3Z5,FFFEX7150Y,Maharashtra,IT/ITES,12808962,128.1,24286,0.19,7471019,3264301,4206718,2623643,4546167,8252233,82.5,0.78,0.3,0.55,0.2,28,5,10,2,33.88,32.97,526,0,0,56.1,MEDIUM,CONDITIONAL APPROVAL,0
336,Patel Brothers & Co,Deepak Shah,27NNNGS3051D2Z4,NNNGS3051D,Maharashtra,Auto Components,43047606,430.5,3753698,8.72,19546689,14968929,4577760,11484773,27738899,21381790,213.8,3.27,1.9,1.3,0.27,23,6,12,0,9.14,9.57,643,0,0,86.2,LOW,APPROVE,0
337,Sharma & Desai Products & Co,Sunil Arora,33FFFBR5206Y1Z5,FFFBR5206Y,Tamil Nadu,Logistics,5508728,55.1,578924,10.51,2855480,1805727,1049753,1056896,2100573,3126198,31.3,1.72,2.01,0.67,0.19,29,179,12,0,36.09,13.72,634,1,0,81.0,LOW,APPROVE,0
338,Iyer Traders,Sunita Kapoor,08BBBFB4081E2ZD,BBBFB4081E,Rajasthan,Chemicals,7361740,73.6,1311259,17.81,5141787,3979297,1162490,2991382,6005108,2806345,28.1,3.42,3.8,2.14,0.41,20,33,12,0,14.69,15.45,714,0,0,100.0,LOW,APPROVE,0
339,Vikas Bhatia Solutions Pvt Ltd,Anita Agarwal,03UUUGU4156W2ZW,UUUGU4156W,Punjab,Manufacturing,5847079,58.5,312696,5.35,5077524,4114887,962637,2080199,3458787,2171348,21.7,4.27,1.3,1.59,0.36,17,43,12,0,12.35,34.4,544,1,0,47.2,HIGH,HIGH RISK — COLLATERAL REQUIRED,0
340,Naresh Modi Traders & Co,Vikas Joshi,24HHHGA2604M1ZO,HHHGA2604M,Gujarat,Chemicals,15609912,156.1,1729629,11.08,8007704,6932707,1074997,3653311,3499351,9712042,97.1,6.45,1.93,0.36,0.23,6,60,8,4,25.69,22.23,566,0,0,52.6,HIGH,CONDITIONAL APPROVAL,0
341,Paresh Suppliers Pvt Ltd,Neha Desai,27TTTLP3090I1ZW,TTTLP3090I,Maharashtra,IT/ITES,8819684,88.2,1548874,17.56,4170405,3469056,701348,1698546,1022996,2054035,20.5,4.95,7.9,0.5,0.19,27,44,10,2,20.13,27.54,790,0,0,87.1,LOW,APPROVE,0
342,Desai & Arora Associates Pvt Ltd,Sunil Tandon,24UUUBJ7660Y2Z5,UUUBJ7660Y,Gujarat,Auto Components,25996586,260.0,1652281,6.36,10140676,6914174,3226502,2394188,3208220,5930066,59.3,2.14,3.02,0.54,0.09,21,96,9,3,36.77,21.21,683,0,0,83.2,LOW,APPROVE,0
343,Deshpande & Gupta Brothers LLP,Vikas Sinha,27WWWLW9754X2ZF,WWWLW9754X,Maharashtra,Retail,9030799,90.3,357737,3.96,7378361,4440848,2937513,1870125,1441061,3809066,38.1,1.51,1.02,0.38,0.21,15,9,6,6,20.69,16.54,459,0,0,61.8,MEDIUM,CONDITIONAL APPROVAL,0
344,Divya Industries Ltd,Naresh Shah,03DDDGJ8915J2ZD,DDDGJ8915J,Punjab,Manufacturing,37873363,378.7,3061576,8.08,13257036,10739154,2517883,3920080,4766928,15322599,153.2,4.27,2.16,0.31,0.1,16,13,7,5,6.54,20.8,513,0,0,68.9,MEDIUM,APPROVE WITH CONDITIONS,0
345,Iyer & Mehta Trading Co,Vikas Verma,27QQQPE7729D2Z0,QQQPE7729D,Maharashtra,Chemicals,43430127,434.3,4851630,11.17,40013476,17417426,22596050,6402631,15365932,27058091,270.6,0.77,1.94,0.57,0.15,23,32,8,4,21.67,7.98,774,0,0,97.0,LOW,APPROVE,0
346,Arora & Verma International LLP,Sunil Modi,09JJJAE7464N3ZL,JJJAE7464N,Uttar Pradesh,Chemicals,21991589,219.9,-356049,-1.62,18526293,7820207,10706086,3053308,6609179,5328876,53.3,0.73,0.3,1.24,0.14,4,22,12,0,13.18,35.41,659,0,1,51.5,HIGH,CONDITIONAL APPROVAL,0
347,Vikram Works Pvt Ltd,Vikram Chopra,27BBBEK8039T3Z0,BBBEK8039T,Maharashtra,Manufacturing,13436043,134.4,1479676,11.01,5373800,4339154,1034646,3171199,3138376,6938331,69.4,4.19,2.31,0.45,0.24,22,60,11,1,12.27,34.81,504,1,0,63.6,MEDIUM,CONDITIONAL APPROVAL,0
348,Singh Brothers Pvt Ltd,Arjun Kulkarni,29FFFFS3436H1Z8,FFFFS3436H,Karnataka,Food Processing,11962261,119.6,924840,7.73,9248955,7636057,1612898,5184572,3296197,4648744,46.5,4.73,1.55,0.71,0.43,7,15,11,1,25.01,40.12,643,0,0,44.9,HIGH,HIGH RISK — COLLATERAL REQUIRED,1
349,Mehta & Chopra Traders Ltd,Paresh Kulkarni,33LLLGL7849H2Z3,LLLGL7849H,Tamil Nadu,IT/ITES,24910967,249.1,-1011147,-4.06,16845201,8347953,8497249,2719691,7037221,4732509,47.3,0.98,0.3,1.49,0.11,6,68,9,3,24.36,24.61,616,1,1,24.3,VERY HIGH,REJECT,1
350,Tiwari Works LLP,Rakesh Sethi,27KKKHX6920X3ZX,KKKHX6920X,Maharashtra,Auto Components,24476289,244.8,-755442,-3.09,8899653,3844005,5055648,2754309,5983664,10661491,106.6,0.76,0.3,0.56,0.11,24,22,10,2,50.57,23.87,541,0,0,47.2,HIGH,HIGH RISK — COLLATERAL REQUIRED,0
351,Modi & Chopra Enterprises LLP,Suresh Kumar,27YYYFR3517B1ZC,YYYFR3517B,Maharashtra,Manufacturing,22870219,228.7,804418,3.52,20878290,13630378,7247912,7791872,10542944,13782581,137.8,1.88,0.63,0.76,0.34,17,7,6,6,15.77,30.63,750,0,0,63.0,MEDIUM,CONDITIONAL APPROVAL,0
352,Malhotra Fabrics LLP,Rajesh Kapoor,22ZZZFX7512P3ZY,ZZZFX7512P,Chhattisgarh,Steel,35911085,359.1,2578903,7.18,16231576,12315618,3915958,10291172,27445986,18857974,188.6,3.14,1.48,1.46,0.29,21,75,12,0,31.37,15.51,615,1,0,72.7,MEDIUM,APPROVE WITH CONDITIONS,0
353,Vikram Solutions Pvt Ltd,Satish Jain,07FFFFB9741H2Z2,FFFFB9741H,Delhi,Logistics,29112651,291.1,1565248,5.38,12237042,7279958,4957084,4479098,3805505,6113849,61.1,1.47,2.77,0.62,0.15,8,30,9,3,28.73,23.61,620,0,0,95.1,LOW,APPROVE,0
354,Priya Products Ltd,Mukesh Khanna,07BBBEA6824H3ZH,BBBEA6824H,Delhi,Logistics,30490362,304.9,2427851,7.96,13334533,12110765,1223768,6679496,7945437,9661752,96.6,9.9,2.72,0.82,0.22,10,15,7,5,16.84,15.69,465,0,0,49.9,HIGH,HIGH RISK — COLLATERAL REQUIRED,0
355,Mishra & Agarwal Traders Pvt Ltd,Vikram Kapoor,29CCCJF8526F1ZC,CCCJF8526F,Karnataka,Pharmaceuticals,54596462,546.0,11073816,20.28,46199345,22291538,23907808,17363026,22209224,15775212,157.8,0.93,5.53,1.41,0.32,9,66,9,3,15.53,8.42,649,0,0,95.7,LOW,APPROVE,0
356,Sunil Rao Associates Pvt Ltd,Rakesh Verma,29DDDLM1339D1Z2,DDDLM1339D,Karnataka,IT/ITES,16189705,161.9,5165706,31.91,5730345,5114483,615862,2163050,5371186,6357732,63.6,8.3,8.8,0.84,0.13,18,47,9,3,49.3,45.55,725,0,1,39.4,HIGH,HIGH RISK — COLLATERAL REQUIRED,1
357,Arjun Industries Pvt Ltd,Arjun Malhotra,33RRRGU9906D1Z2,RRRGU9906D,Tamil Nadu,Retail,4432012,44.3,284696,6.42,2423750,1912385,511365,604652,307951,2688112,26.9,3.74,1.15,0.11,0.14,10,40,6,6,12.78,12.22,745,0,0,66.1,MEDIUM,APPROVE WITH CONDITIONS,0
358,Kavita Traders,Divya Sinha,06LLLBT6467D2Z5,LLLBT6467D,Haryana,Manufacturing,56545744,565.5,6781242,11.99,25647974,15068728,10579246,8967210,5580739,8814252,88.1,1.42,6.55,0.63,0.16,5,47,7,5,47.04,23.15,534,1,0,60.4,MEDIUM,CONDITIONAL APPROVAL,0
359,Malhotra & Deshpande International LLP,Ritu Bhatia,27EEEHE7399O3ZU,EEEHE7399O,Maharashtra,Auto Components,13565766,135.7,1864767,13.75,6624277,2786974,3837303,1121401,1243070,2964959,29.6,0.73,6.81,0.42,0.08,5,26,8,4,18.15,18.33,716,0,0,100.0,LOW,APPROVE,0
360,Arjun Malhotra Enterprises & Co,Paresh Tandon,22RRRJR9745P3ZY,RRRJR9745P,Chhattisgarh,Steel,60491057,604.9,4636865,7.67,29582532,6830724,22751808,2917492,3160692,38919495,389.2,0.3,1.29,0.08,0.05,26,7,8,4,15.96,31.79,701,0,0,76.3,LOW,APPROVE WITH CONDITIONS,0
361,Mukesh Reddy Industries,Dinesh Tandon,24EEEGO3361R2ZF,EEEGO3361R,Gujarat,Pharmaceuticals,47149300,471.5,-1312710,-2.78,18004627,15844305,2160322,9798965,8163301,12046771,120.5,7.33,0.3,0.68,0.21,4,103,6,6,9.57,35.9,538,0,0,28.6,VERY HIGH,REJECT,1
362,Harish Tandon Brothers,Deepak Kumar,21SSSLE3988P3Z8,SSSLE3988P,Odisha,Steel,133170669,1331.7,-2218495,-1.67,42974098,34626026,8348072,24433812,44047827,64438320,644.4,4.15,0.3,0.68,0.18,28,87,10,2,28.87,4.64,553,1,1,22.4,VERY HIGH,REJECT,1
363,Vikas Iyer Enterprises & Co,Neha Tandon,08IIITQ6014W1ZR,IIITQ6014W,Rajasthan,Textile,19067559,190.7,1378782,7.23,10239392,9111727,1127665,4838837,3689422,7318688,73.2,8.08,2.04,0.5,0.25,15,34,6,6,20.28,10.55,512,0,0,42.1,HIGH,HIGH RISK — COLLATERAL REQUIRED,1
364,Mehta Enterprises Pvt Ltd,Mohan Jain,09GGGGD2710C2ZL,GGGGD2710C,Uttar Pradesh,Chemicals,27279496,272.8,1247742,4.57,8963274,4553077,4410197,1741264,2525622,8324077,83.2,1.03,1.62,0.3,0.06,24,10,5,7,12.21,3.39,582,0,0,76.6,LOW,APPROVE WITH CONDITIONS,0
365,Mehta & Singh Industries & Co,Ritu Sharma,20JJJAL5626M3ZC,JJJAL5626M,Jharkhand,Steel,91496880,915.0,2166162,2.37,63590331,49919428,13670903,38448259,19882373,25679765,256.8,3.65,0.49,0.77,0.42,13,98,10,2,29.86,36.19,582,1,0,31.4,VERY HIGH,REJECT,1
366,Manish Sethi Associates Pvt Ltd,Kapil Arora,33WWWFG3307Y3ZA,WWWFG3307Y,Tamil Nadu,Auto Components,9953045,99.5,835194,8.39,3554145,1092592,2461553,653555,1448540,1671501,16.7,0.44,5.41,0.87,0.07,19,25,12,0,14.83,16.42,622,0,1,88.4,LOW,APPROVE,0
367,Kapoor & Nair Trading Co Ltd,Sunil Modi,27ZZZBP2541O2ZA,ZZZBP2541O,Maharashtra,Manufacturing,53967877,539.7,4661493,8.64,23215523,10706031,12509493,5712222,11635967,26054707,260.5,0.86,1.94,0.45,0.11,10,106,3,9,16.9,11.03,714,0,0,76.0,LOW,APPROVE WITH CONDITIONS,0
368,Paresh Jain Products LLP,Kapil Mehta,27VVVCO7008Q3ZK,VVVCO7008Q,Maharashtra,Steel,99399434,994.0,-3679447,-3.7,37479071,32312611,5166460,13495712,25013708,30540824,305.4,6.25,0.3,0.82,0.14,11,17,12,0,24.33,12.88,476,0,0,30.7,VERY HIGH,REJECT,1
369,Kulkarni & Agarwal International Ltd,Mukesh Tandon,24OOOEC6716O2ZY,OOOEC6716O,Gujarat,Auto Components,31801065,318.0,3584955,11.27,14769799,10596156,4173644,8600506,7552060,8397579,84.0,2.54,3.61,0.9,0.27,16,45,6,6,9.25,21.48,397,1,0,79.2,LOW,APPROVE WITH CONDITIONS,0
370,Kavita Exports Ltd,Sunita Jain,03GGGHS1513T2Z3,GGGHS1513T,Punjab,Manufacturing,8456187,84.6,347389,4.11,3197164,1888862,1308302,1041562,2690736,3204987,32.0,1.44,1.17,0.84,0.12,21,22,5,7,29.19,4.47,617,0,0,65.7,MEDIUM,APPROVE WITH CONDITIONS,0
371,Tandon Fabrics,Dinesh Singh,24BBBBN6603Y2ZA,BBBBN6603Y,Gujarat,Auto Components,18897909,189.0,1451327,7.68,9176628,1556921,7619707,598175,1177034,10145029,101.5,0.2,1.55,0.12,0.03,6,11,11,1,40.09,22.93,554,0,0,67.6,MEDIUM,APPROVE WITH CONDITIONS,0
372,Mehta Industries Pvt Ltd,Rakesh Shah,08KKKBZ7658I3Z0,KKKBZ7658I,Rajasthan,Chemicals,25359499,253.6,-1159250,-4.57,20938607,18739471,2199136,11297291,28504150,10056064,100.6,8.52,0.3,2.83,0.45,2,18,8,4,15.06,27.99,663,0,0,19.4,VERY HIGH,REJECT,1
373,Yadav & Kumar Fabrics LLP,Kiran Chopra,08WWWJU8471N2ZM,WWWJU8471N,Rajasthan,Chemicals,36431127,364.3,-1536789,-4.22,18999472,16117553,2881919,13086371,14707999,13945697,139.5,5.59,0.3,1.05,0.36,14,30,11,1,32.36,39.22,588,0,0,25.4,VERY HIGH,REJECT,1
374,Kapoor & Malhotra Enterprises Pvt Ltd,Anil Deshpande,27TTTLD9133X3ZY,TTTLD9133X,Maharashtra,Auto Components,12326883,123.3,1541437,12.5,5110768,2239742,2871026,1441253,3032608,2247535,22.5,0.78,7.43,1.35,0.12,16,194,12,0,22.66,1.8,715,1,0,100.0,LOW,APPROVE,0
375,Mahesh Industries Pvt Ltd,Manish Kumar,33LLLFQ5646I3ZG,LLLFQ5646I,Tamil Nadu,Retail,17618612,176.2,727268,4.13,10913776,6679531,4234245,4636807,9833025,4036786,40.4,1.58,1.36,2.44,0.26,14,9,8,4,30.11,13.63,529,0,0,72.2,MEDIUM,APPROVE WITH CONDITIONS,0
376,Chopra Manufacturers Pvt Ltd,Satish Tiwari,27BBBTN3111U2ZB,BBBTN3111U,Maharashtra,Steel,35261851,352.6,2926356,8.3,21923613,18943651,2979962,5740552,5186385,21930945,219.3,6.36,1.45,0.24,0.16,11,6,10,2,11.49,5.48,562,0,0,50.7,HIGH,CONDITIONAL APPROVAL,0
377,Reddy Exports Pvt Ltd,Suresh Mehta,27TTTPC7265A3Z8,TTTPC7265A,Maharashtra,Manufacturing,66656072,666.6,71198,0.11,21274956,16787934,4487023,9545132,18868445,21059427,210.6,3.74,0.3,0.9,0.14,26,85,11,1,32.93,54.27,517,0,0,50.7,HIGH,CONDITIONAL APPROVAL,0
378,Bhatia & Malhotra Technologies Ltd,Vikas Yadav,06FFFBC9097L1ZP,FFFBC9097L,Haryana,Manufacturing,29161222,291.6,2483932,8.52,15945704,13261124,2684580,7902611,15308865,10915208,109.2,4.94,2.47,1.4,0.27,25,30,7,5,27.72,24.24,769,1,0,86.5,LOW,APPROVE,0
379,Rajesh Kumar Fabrics,Mukesh Patel,27DDDHL8928T3ZY,DDDHL8928T,Maharashtra,Auto Components,26004929,260.0,1328027,5.11,9268807,7304762,1964045,4670810,10003437,5027780,50.3,3.72,2.46,1.99,0.18,16,67,11,1,13.46,15.86,505,0,0,89.4,LOW,APPROVE,0
380,Rajan Traders Pvt Ltd,Vikas Tiwari,27PPPFC6710W3ZI,PPPFC6710W,Maharashtra,Chemicals,21869072,218.7,3427660,15.67,7997150,6405292,1591858,2873019,1644614,11817319,118.2,4.02,3.14,0.14,0.13,29,13,12,0,11.31,12.73,751,0,0,93.2,LOW,APPROVE,0
381,Sharma Fabrics Ltd,Satish Chopra,33TTTBT7275N1ZM,TTTBT7275N,Tamil Nadu,Retail,1817988,18.2,87913,4.84,960170,263221,696950,216832,516846,650507,6.5,0.38,1.46,0.79,0.12,15,108,10,2,26.45,24.99,738,0,0,85.6,LOW,APPROVE,0
382,Priya Exports & Co,Dinesh Bhatia,36KKKBA6219W1ZL,KKKBA6219W,Telangana,Pharmaceuticals,50718717,507.2,8220912,16.21,23775403,16650475,7124928,6304532,13503202,28224921,282.2,2.34,3.16,0.48,0.12,4,80,12,0,7.93,21.27,459,0,0,89.0,LOW,APPROVE,0
383,Satish Malhotra Manufacturers & Co,Mahesh Kulkarni,36BBBGN2953D2ZA,BBBGN2953D,Telangana,IT/ITES,18867493,188.7,4630413,24.54,7195438,2671859,4523579,1090262,1643227,7500793,75.0,0.59,6.69,0.22,0.06,12,562,4,8,8.38,19.6,786,1,0,100.0,LOW,APPROVE,0
384,Ramesh Khanna Exports,Sunil Mehta,24KKKHM2306R2ZV,KKKHM2306R,Gujarat,Textile,14950776,149.5,1124068,7.52,10723164,9399207,1323956,5795912,13045254,8768407,87.7,7.1,1.39,1.49,0.39,12,263,7,5,7.97,47.79,743,0,0,59.4,MEDIUM,CONDITIONAL APPROVAL,0
385,Ramesh Bhatt Enterprises Ltd,Sunil Joshi,09RRRAW1860I1Z7,RRRAW1860I,Uttar Pradesh,Chemicals,16517725,165.2,2289520,13.86,6013843,2971318,3042525,1454026,2024112,9834592,98.3,0.98,2.52,0.21,0.09,4,182,10,2,53.98,13.73,535,0,0,70.1,MEDIUM,APPROVE WITH CONDITIONS,0
386,Arjun Jain Exports Ltd,Mukesh Shah,29PPPEP5596K3ZU,PPPEP5596K,Karnataka,Pharmaceuticals,18647669,186.5,1789476,9.6,7856139,4353541,3502597,2600951,6839195,3049713,30.5,1.24,5.96,2.24,0.14,24,5,10,2,6.07,26.29,435,0,0,100.0,LOW,APPROVE,0
387,Priya Trading Co & Co,Kavita Kumar,29SSSPQ6134Y2ZT,SSSPQ6134Y,Karnataka,Food Processing,10547294,105.5,447190,4.24,3359834,3027761,332073,1165421,3030546,3343816,33.4,9.12,1.45,0.91,0.11,19,29,9,3,24.26,13.18,617,1,0,25.2,VERY HIGH,REJECT,1
388,Mukesh Traders LLP,Paresh Mehta,27OOOCI1468P3ZX,OOOCI1468P,Maharashtra,Auto Components,28077282,280.8,2933159,10.45,14322217,11381002,2941214,5934027,15992880,9352490,93.5,3.87,3.4,1.71,0.21,1,40,5,7,29.17,22.59,564,0,0,64.6,MEDIUM,CONDITIONAL APPROVAL,0
389,Mehta & Iyer Manufacturers & Co,Sunita Khanna,08TTTGQ9087Q2Z6,TTTGQ9087Q,Rajasthan,Textile,22038084,220.4,2150161,9.76,8816171,3853817,4962353,1555587,1333221,3463077,34.6,0.78,6.73,0.38,0.07,13,26,12,0,18.92,30.18,828,0,0,100.0,LOW,APPROVE,0
390,Agarwal & Kumar Traders Ltd,Kapil Shah,24ZZZFL5718W3ZI,ZZZFL5718W,Gujarat,Manufacturing,12488363,124.9,1485949,11.9,5532355,4277279,1255076,2562611,5758429,7223966,72.2,3.41,2.23,0.8,0.21,19,88,10,2,9.91,24.84,687,0,0,88.1,LOW,APPROVE,0
391,Divya Rao Trading Co Pvt Ltd,Harish Kulkarni,33VVVAT6769P3Z0,VVVAT6769P,Tamil Nadu,Retail,16096087,161.0,1061009,6.59,7559556,6609812,949745,3408759,6588660,6863960,68.6,6.96,1.67,0.96,0.21,14,26,7,5,13.71,18.35,525,0,1,40.0,HIGH,HIGH RISK — COLLATERAL REQUIRED,1
392,Deshpande & Arora Industries Pvt Ltd,Paresh Tiwari,33LLLJA6777J3ZL,LLLJA6777J,Tamil Nadu,Retail,3796950,38.0,239006,6.29,3221293,2922504,298789,2199518,2908451,895852,9.0,9.78,0.94,3.25,0.58,25,19,9,3,16.8,25.19,605,0,0,36.3,HIGH,HIGH RISK — COLLATERAL REQUIRED,1
393,Rakesh Industries & Co,Kiran Modi,24UUUER8360Q1ZG,UUUER8360Q,Gujarat,Manufacturing,56761367,567.6,8391237,14.78,42707666,25574210,17133456,17156603,29765407,36427201,364.3,1.49,2.5,0.82,0.3,28,27,10,2,26.18,31.44,669,1,0,84.6,LOW,APPROVE,0
394,Dinesh Desai Industries LLP,Ramesh Nair,08JJJTR3664J2ZI,JJJTR3664J,Rajasthan,Textile,14252697,142.5,1623425,11.39,11732598,9763008,1969590,7691968,21142300,4740982,47.4,4.96,1.83,4.46,0.54,11,23,9,3,28.77,18.1,789,0,0,73.7,MEDIUM,APPROVE WITH CONDITIONS,0
395,Vikram Associates,Harish Bhatt,36RRRCC5434E3ZC,RRRCC5434E,Telangana,Pharmaceuticals,10474067,104.7,1793208,17.12,9657070,7873466,1783603,5551427,12155554,5765207,57.7,4.41,2.8,2.11,0.53,12,299,12,0,11.78,20.07,635,0,0,87.0,LOW,APPROVE,0
396,Priya Associates LLP,Ashish Kapoor,29GGGGE7820R1ZJ,GGGGE7820R,Karnataka,Pharmaceuticals,84340760,843.4,5523426,6.55,33259203,27397905,5861298,20908383,45444672,21182112,211.8,4.67,2.29,2.15,0.25,22,80,12,0,12.77,2.42,596,0,0,89.0,LOW,APPROVE,0
397,Shah & Kapoor Associates & Co,Ramesh Jain,09AAALC3303T2ZF,AAALC3303T,Uttar Pradesh,Chemicals,17714904,177.1,1295020,7.31,6281340,2971367,3309974,1450546,1937801,9086186,90.9,0.9,1.54,0.21,0.08,19,151,12,0,31.48,7.31,513,0,0,92.7,LOW,APPROVE,0
398,Arora Traders Pvt Ltd,Anil Agarwal,33JJJTP6428B1ZW,JJJTP6428B,Tamil Nadu,Textile,23988350,239.9,1735659,7.24,10387413,9354349,1033065,4454937,8071179,4579598,45.8,9.05,3.38,1.76,0.19,9,24,8,4,43.07,14.01,579,0,1,31.4,VERY HIGH,REJECT,1
399,Harish Khanna Trading Co Pvt Ltd,Deepak Singh,27PPPAQ8271M1Z7,PPPAQ8271M,Maharashtra,Textile,18278052,182.8,925214,5.06,6918604,3220164,3698440,1383737,1956390,5343029,53.4,0.87,1.88,0.37,0.08,24,26,7,5,20.69,14.11,832,1,0,88.6,LOW,APPROVE,0
400,Sunita Malhotra Suppliers Pvt Ltd,Harish Sharma,27JJJED9076L3ZH,JJJED9076L,Maharashtra,Food Processing,27136053,271.4,2519934,9.29,24558803,6401382,18157421,4473172,5751653,8811304,88.1,0.35,3.1,0.65,0.16,6,61,11,1,49.14,51.1,536,0,0,84.3,LOW,APPROVE,0
401,Malhotra Fabrics Pvt Ltd,Mohan Bhatt,27XXXJI1149F2ZW,XXXJI1149F,Maharashtra,Steel,122292611,1222.9,-5987704,-4.9,65733535,32413049,33320486,10572707,21575621,38957765,389.6,0.97,0.3,0.55,0.09,7,35,11,1,12.2,25.15,545,0,0,61.8,MEDIUM,CONDITIONAL APPROVAL,0
402,Rajan Verma Suppliers Ltd,Divya Tandon,29VVVCS9306Y3ZX,VVVCS9306Y,Karnataka,IT/ITES,19570369,195.7,2023184,10.34,7601286,3423025,4178261,1226721,634685,5442035,54.4,0.82,4.03,0.12,0.06,24,18,10,2,10.03,26.09,657,0,0,94.6,LOW,APPROVE,0
403,Joshi & Mehta Suppliers LLP,Sunil Mishra,27FFFLY7882C1ZG,FFFLY7882C,Maharashtra,Chemicals,18481670,184.8,2621986,14.19,9620264,8158897,1461367,3413323,4253493,8975251,89.8,5.58,3.16,0.47,0.18,16,155,3,9,20.5,14.17,753,0,0,78.1,LOW,APPROVE WITH CONDITIONS,0
404,Arora & Mishra Solutions Pvt Ltd,Ashish Deshpande,09NNNPZ4150C3Z1,NNNPZ4150C,Uttar Pradesh,Food Processing,10390272,103.9,770599,7.42,4422867,3976556,446311,1390201,1232330,2941979,29.4,8.91,2.84,0.42,0.13,24,5,12,0,17.9,18.76,769,0,0,58.9,MEDIUM,CONDITIONAL APPROVAL,0
405,Kiran Technologies Ltd,Dinesh Rao,21SSSBE9474J1Z7,SSSBE9474J,Odisha,Steel,106329000,1063.3,7420416,6.98,35184051,12211703,22972349,8398162,4384902,29037770,290.4,0.53,2.77,0.15,0.08,22,40,4,8,1.77,8.61,789,0,0,99.7,LOW,APPROVE,0
406,Rajan Mishra International Pvt Ltd,Ashish Agarwal,07PPPGU1491B2ZQ,PPPGU1491B,Delhi,Logistics,17083304,170.8,604770,3.54,11341408,8102916,3238492,5738765,10198377,9850639,98.5,2.5,0.67,1.04,0.34,17,88,9,3,26.69,14.95,604,0,1,53.6,HIGH,CONDITIONAL APPROVAL,0
407,Kavita Tandon Exports Pvt Ltd,Priya Malhotra,29DDDAP9316H3ZM,DDDAP9316H,Karnataka,IT/ITES,8941750,89.4,2761183,30.88,8696574,7419033,1277541,3171572,2884507,2742866,27.4,5.81,7.55,1.05,0.35,9,61,6,6,26.12,30.47,647,1,0,60.4,MEDIUM,CONDITIONAL APPROVAL,0
